Erreferentz,color_1_walk,color_1_bike
6970033,6,2
6970031,13,16
6970002,23,24
6970003,8,21
6970004,7,6
6970005,20,18
6970020,13,2
6970157,3,23
6870016,0,23
6970030,4,5
6970011,14,14
6970013,23,5
6870014,22,23
6970074,20,8
6970087,12,10
6970076,23,23
6970066,2,23
6970079,7,14
6870023,18,22
6871003,8,2
7071020,17,23
7071016,18,17
6970052,7,16
6970065,17,17
6970054,24,4
6870027,18,7
6970029,21,10
6970111,14,14
6970107,11,23
6970094,21,15
6970093,13,16
6970101,20,7
6970136,24,7
6970135,6,11
6970126,8,19
6970119,6,1
6970121,0,2
6970122,0,12
6970098,13,6
6970027,19,17
6970022,24,21
6970036,2,5
6970037,20,24
6970038,9,17
6970042,23,10
6970068,11,6
6970073,22,2
6970050,17,13
6970051,20,10
6970134,17,22
6970105,8,6
6970104,16,22
7070010,10,17
6970164,8,20
6970141,22,24
6970147,9,2
6970089,15,2
6970103,12,22
6970044,16,20
6970153,8,2
6970083,1,11
6970161,22,16
6970007,12,8
6970163,10,8
6970008,0,17
6970114,17,3
6971010,23,1
6970146,15,9
6970019,21,21
6970049,10,14
6970055,22,6
6970053,0,19
6970075,1,4
6970046,15,24
6971004,16,8
6970061,17,14
6970059,14,7
7071015,12,11
6870013,2,16
7070009,1,13
6970048,16,7
6970152,21,20
6970158,9,1
6970159,12,4
6970117,8,9
6970116,16,21
7070002,20,8
6970045,12,0
6970137,11,8
6970125,3,4
6970131,22,2
6970078,23,11
6970124,12,7
6970118,18,21
7070026,12,11
6871002,13,22
6970023,6,15
6870019,8,19
6870015,0,23
6770011,14,14
6870026,4,10
6870008,8,19
6970155,22,24
6970138,0,6
6970096,18,3
7070015,15,22
7070016,11,17
6970127,16,10
7070021,19,12
6970095,12,15
6970009,3,3
6970082,10,16
6970057,8,19
6870011,0,24
6870025,20,9
6870031,20,24
6869042,0,0
6869046,2,6
6869048,3,14
6970133,24,2
6970106,12,18
6970099,4,16
6970035,5,23
6970017,18,1
6970120,2,9
6970034,6,21
6970140,14,4
6970084,18,15
6970056,16,22
6970018,13,11
6970144,11,14
6970016,19,24
6970060,11,7
6870020,9,3
7070008,10,4
6970006,17,8
6970080,24,2
6870012,2,18
6870009,1,2
6970047,17,19
7072004,7,22
6970015,14,3
6970115,12,6
6970014,21,15
6870010,16,3
5480025,9,17
9096059,18,10
8997039,14,22
7675097,15,4
7576612,5,14
7676126,14,14
7676097,7,10
7676112,9,3
7676020,1,10
7676169,6,2
7676155,11,6
7675073,23,15
7676172,8,10
7676090,0,15
7675030,8,23
7675021,4,0
7676139,7,21
7675059,22,16
7675057,15,3
7675049,3,15
7676082,6,22
7675086,19,22
7675040,23,8
7675083,20,21
7675041,2,23
7676035,7,14
7676065,15,2
7676084,12,15
7675044,5,19
7675042,1,24
7676067,7,23
8390176,0,15
8390057,20,15
8390190,13,12
6192023,8,13
6192010,19,20
5467010,7,10
9598126,18,20
6093207,15,4
6970143,23,6
6970150,6,18
6970092,13,9
6970021,12,9
6971003,20,1
6970077,8,14
6971002,5,22
6970010,24,19
6870021,12,13
6970071,23,10
4460046,15,0
4765078,5,15
9294270,8,2
9195040,24,11
8994100,14,16
4780155,16,3
4880037,8,18
8274026,12,21
8275037,20,2
8274012,0,9
8077013,13,11
8274036,1,13
8474005,24,1
8673001,2,4
8375160,18,18
8275029,14,17
8275026,3,18
8077012,7,7
6293002,13,3
4989092,2,11
4989061,3,18
6667058,13,3
7475119,4,4
7476093,22,10
7475120,4,21
9702110,11,18
9699023,7,8
9701027,20,14
7267004,19,6
7075048,18,5
7075020,23,18
7075010,8,10
7075057,12,6
7175030,17,17
7075005,18,0
6773008,8,5
7075015,11,21
7175014,20,24
7175029,0,10
7175027,12,15
7175025,1,11
7071018,16,0
7071017,8,9
7070001,18,24
6870033,16,18
6971008,2,3
6971011,24,20
6970032,1,14
6971012,4,22
7070004,22,2
6870030,9,24
6970149,17,0
6970160,24,17
6870035,1,17
7070013,7,15
7071012,14,12
6971014,12,13
6970132,12,8
6870005,6,22
6870004,1,7
7070014,4,1
6970139,4,20
4983025,16,23
4983007,9,18
7183002,8,13
7382102,10,16
7383072,24,11
7383085,14,5
7382123,4,5
7382058,6,9
7383055,7,13
7382134,23,1
4880007,23,8
6094151,9,3
8291190,12,14
8291071,2,7
9095025,11,2
8895029,8,15
8895083,23,20
9095029,9,17
8995005,8,10
8995006,13,9
8995101,21,17
8995191,7,16
9095012,24,12
8896183,9,13
8995012,7,4
5681123,23,24
5680001,14,0
5581101,16,21
5781012,22,19
5782001,20,16
5680113,13,16
5384009,18,18
5381003,10,12
5483004,6,0
5581108,7,23
5277009,16,6
5580094,10,21
5381006,11,19
5384012,18,2
5578005,0,23
5283001,21,0
5483001,21,11
5581099,16,18
5478002,11,12
5276008,9,5
4381602,1,22
4480003,1,11
4583007,7,18
4581003,5,5
4381325,16,14
4381476,1,13
4482112,6,15
4381445,13,17
4482109,19,4
9699454,4,21
9799378,6,0
9799379,3,24
9699469,11,4
9699455,0,12
9699450,12,17
9598226,21,9
9699201,22,13
9699181,14,4
9699191,20,12
9699400,24,15
9699205,20,13
9799384,22,11
9699403,8,22
9699402,4,24
9699408,3,12
9699392,1,21
9798018,23,22
9899784,19,15
9798010,18,11
9699404,4,23
9699391,14,15
9699399,10,0
9699397,19,24
9699194,3,1
9699216,17,16
9799381,7,14
9699401,23,15
9699207,6,16
9798017,18,11
9698003,12,16
9698058,15,5
9899044,4,19
9999098,21,22
9999099,23,23
9597040,6,3
9598213,4,23
9598161,22,24
9999094,0,23
9899418,15,3
9899596,2,0
9799311,11,22
9699130,24,12
9799531,2,6
9899463,0,3
9699384,9,1
9899647,12,18
9799346,16,9
9699421,22,23
9698092,17,10
9698102,14,20
9699414,10,12
9799127,19,19
9699435,10,11
9899561,11,20
9699438,20,0
9699411,6,21
9999095,6,5
9899289,5,24
9899560,18,21
9698217,13,10
9898034,13,2
9699439,13,17
9698216,24,5
9799124,1,9
9798244,14,2
9799539,5,2
9799542,22,5
9799540,12,7
9799541,20,2
9799623,4,8
9799624,21,3
9899459,21,20
9899820,9,10
9898031,24,7
9799538,22,11
9799535,11,9
9899597,13,15
9798242,18,8
9798238,20,22
9798256,11,10
9699060,3,6
9699225,14,19
9899449,14,13
9699319,16,24
9699230,17,23
9699293,12,14
9699288,12,21
9699356,1,13
9798101,20,4
9699283,2,11
9699368,5,1
9899822,6,24
9899446,18,6
9699373,21,14
9899447,18,20
9699148,23,2
9598225,10,24
9699354,24,10
9899810,9,18
9798043,7,4
9798056,9,10
9699335,24,13
9699302,11,23
9699387,5,19
9699275,13,1
9699227,5,2
9699290,13,4
9699306,14,4
9899016,0,8
9699441,21,9
9699355,7,9
9699434,19,24
9699309,17,17
9699208,4,10
9699313,5,23
9699233,6,7
9699108,9,19
9798247,8,6
9699371,17,14
9798014,17,1
9799641,6,14
9899580,22,12
9799139,18,3
9699437,9,2
9799136,12,19
9699442,0,2
9699440,18,20
9799129,17,24
9799141,24,21
9699236,24,3
9799642,8,19
9699370,6,24
9899450,7,2
9699444,17,1
9899142,7,22
9899143,11,22
9899277,3,24
9899120,7,21
9699447,0,17
9899116,6,4
9699102,23,17
9899264,6,5
9799013,19,1
9699372,8,20
9799095,8,20
9899117,13,2
9899276,19,21
9699351,18,19
9899230,5,16
9699066,6,19
9699367,1,8
9999067,20,14
9699443,23,12
9699409,8,7
9698241,17,22
9899357,9,2
9899350,7,8
9899291,0,19
9899292,8,24
9699398,6,21
9899333,5,24
9999144,12,15
9899121,1,3
9899393,14,19
9699164,14,18
9899367,24,10
9798048,19,9
9699311,6,9
9699310,9,24
9698193,14,0
9798090,22,9
9799650,4,2
9899026,3,16
9899200,7,15
9899201,14,18
9598108,23,11
9699152,17,18
9699142,1,22
9799014,21,9
9698208,12,1
9699184,7,12
9699141,2,17
9799337,3,19
9698005,8,2
9698009,8,24
9698029,24,8
9698028,15,20
9999153,24,22
9999135,14,24
9699067,4,18
9699061,12,2
9999145,21,8
9999142,1,24
9699206,18,4
9699110,22,4
9699389,8,2
9799652,23,6
9699342,22,24
9699318,20,23
9699186,17,8
9699189,11,19
9699329,0,16
9699162,23,14
9699182,18,14
9699262,9,3
9699264,0,17
9699427,8,0
9699183,18,7
9898008,14,24
9699271,9,2
9699255,2,11
9699266,0,9
9898007,22,6
9699261,9,17
9699237,24,20
9699270,3,14
9898005,8,0
9699253,13,23
9898018,11,15
9899680,2,18
9699252,17,14
9898032,10,19
9799476,11,5
9899681,22,20
9898010,0,7
9899250,0,11
9999249,9,5
9899824,23,21
9898039,5,12
9799625,13,21
9799581,22,17
9899149,15,17
9799635,18,0
9798022,8,12
9899460,0,10
9699365,9,11
9699364,24,21
9599054,8,8
9699366,18,18
9699379,15,23
9699362,16,22
9699267,24,23
9699272,6,6
9699361,11,24
9699150,16,3
9699269,10,24
9699246,8,11
9699273,23,19
9699268,1,11
9898141,19,18
9898038,6,21
9699363,8,3
9699405,23,10
9699388,7,17
9899553,22,17
9798249,14,4
9798248,3,6
9798250,0,7
9699419,14,8
9799603,8,23
9799548,6,22
9798252,9,19
9799622,12,1
9799600,0,8
9699425,2,20
9798050,2,5
9799536,19,13
9799558,12,22
9699417,1,20
9699446,20,1
9798013,24,17
9798045,5,6
9699332,11,21
9699303,13,23
9699333,12,18
9699192,21,20
9699193,20,8
9899256,18,21
9899105,8,2
9899108,7,24
9899107,20,1
9598206,1,16
9699445,18,14
9898134,1,18
9898099,3,18
9898133,15,15
9698098,8,20
9698091,4,16
9599038,9,14
9899652,7,20
9598013,6,7
9598029,14,8
9699413,15,9
9899309,10,17
9699358,12,14
9898052,1,9
9798015,20,14
9699096,23,7
9899650,12,23
9899662,21,11
9699074,0,1
9699069,0,19
9699328,4,19
9699326,19,8
9699218,6,0
9699256,1,8
9699222,24,8
9699224,20,14
9699221,21,8
9699349,5,9
9699286,5,21
9699219,2,16
9699229,5,20
9699324,19,6
9699323,0,16
9699337,11,16
9699285,14,19
9699383,11,10
9699325,11,4
9699350,23,16
9699235,4,17
9699357,24,3
9699305,10,9
9699312,3,19
9699292,3,4
9699097,12,24
9699341,24,23
9699228,3,8
9699223,4,4
9699226,24,16
9699217,9,16
9699330,8,8
9699340,6,24
9699274,5,19
9699287,23,2
9699300,19,10
9699304,23,7
9699075,15,16
9699220,7,22
9699359,1,1
9699071,4,21
9699291,0,3
9699321,17,10
9699336,1,21
9699382,17,9
9699331,9,8
9699073,13,14
9699327,7,5
9699338,21,14
9699289,7,6
9699377,2,1
9699257,11,11
9799376,15,5
9699259,7,6
9699202,20,22
9899104,21,10
9899106,19,16
9898070,13,6
9598035,13,11
9598040,0,0
9699265,6,10
9799375,21,12
9598011,17,4
9799383,0,18
9699385,20,14
9699234,12,9
9598041,10,21
9598032,9,16
9799382,4,3
9598033,21,1
9599047,14,3
9598012,20,22
9598149,23,20
9598015,14,1
9598159,16,18
9598163,1,15
9598165,13,3
9699394,8,4
9999143,12,24
9598039,1,19
9699386,9,2
9598014,11,23
9598016,24,15
9598154,10,23
9699396,14,17
9598167,0,24
9699360,10,19
9598155,21,16
9598162,22,6
9598087,7,11
9598086,12,2
9898094,18,16
9799016,5,5
9699095,23,13
9599032,21,13
9899020,4,19
9699415,19,19
9699249,9,2
9699248,1,23
9699147,3,21
9699250,17,18
9598018,20,21
9999155,7,7
9699410,14,3
9598158,20,21
9799135,23,23
9799310,18,6
9799092,2,23
9899251,15,9
9899242,7,8
9699133,19,12
9699247,5,24
9699251,11,16
9698090,19,16
9999141,9,20
9799557,24,2
9699242,15,24
9799640,7,0
9698179,20,8
9599039,8,23
9698195,18,0
9799637,6,8
9698203,12,10
9699263,21,16
9698154,9,15
9598218,5,15
9899408,3,6
9899407,12,18
9899351,16,11
9899355,23,4
9899343,11,18
9699436,0,10
9599049,9,20
9899353,1,4
9899352,16,0
9799634,3,16
9899638,11,24
9899229,6,11
9698013,5,20
9698030,15,4
7876006,4,24
9799216,19,16
9799215,4,16
9799493,22,2
9799532,6,11
9799572,0,17
9700182,22,2
9799206,1,0
9799319,4,20
9700184,3,7
9799247,11,15
9799271,0,9
9799570,17,13
9799409,10,1
9799303,23,24
9799221,15,21
9799223,17,5
9799062,20,13
9799172,9,16
9799269,0,24
9799307,9,21
9799009,11,22
9799003,0,22
9799577,6,20
8594200,3,11
7895025,24,18
7895016,16,22
7895063,12,10
8594022,10,0
7896065,13,21
8594199,24,6
8593101,22,23
8595064,5,20
8397018,10,2
8393003,0,22
8493002,15,17
7695029,12,23
8594047,8,12
8594217,10,21
7891148,7,2
8597106,17,19
8597115,2,6
7896066,11,3
7896051,18,15
7896046,6,24
8796129,16,18
8796189,11,9
8796191,18,17
8293055,2,3
8293064,16,19
8397185,16,9
8293057,15,13
8294141,15,4
8796196,19,9
8796139,17,7
8796197,15,17
8594120,10,13
8293050,16,15
8095182,23,8
8095175,4,22
8597033,16,22
8597243,3,12
7995057,23,18
8796302,9,11
8498003,14,13
8496222,21,4
8594122,23,8
8594072,21,4
8497193,12,8
8594108,14,18
8594088,17,24
8092036,21,13
8494200,15,2
7695008,6,0
8495066,23,0
8594094,22,2
7995027,1,7
8092048,4,20
8295018,15,5
8394028,2,21
8295026,3,12
8594089,20,0
8496045,4,23
8493010,15,0
8294130,3,5
8194094,19,14
8194090,24,5
8294129,2,5
8294128,22,11
8595002,12,17
7995019,16,20
8293031,6,5
8294122,18,15
8595007,12,9
8294065,0,20
8397197,11,19
7891015,5,4
7990214,1,17
8796118,11,13
8796194,24,6
8594102,19,0
8796195,22,20
8594021,0,6
7990213,22,15
7891002,6,13
8796140,19,10
7896067,4,18
7891058,19,23
7695005,22,13
8594218,20,16
8093046,12,22
8193039,13,8
8496039,15,19
7990215,23,7
7891026,24,13
7891145,15,7
8597234,1,4
8196003,9,5
8092016,22,12
7891134,4,5
8393005,18,16
8094069,18,13
7995125,9,15
8094020,18,9
8093041,18,16
8092018,10,21
7891147,23,21
7896030,1,15
8493016,10,14
7996054,1,12
8492081,5,23
7284005,2,19
7284001,22,23
7775067,7,9
9095119,6,4
9095120,14,20
9396042,19,13
9095056,2,10
9396041,17,23
9396040,12,1
4381755,15,12
4281070,0,3
4381051,13,24
4281051,10,1
4281032,5,3
4281221,15,1
4381619,5,2
4381062,9,7
4381036,13,12
4381028,5,6
4281136,20,8
4482044,17,21
4281229,2,10
4167133,9,21
4167087,3,8
9500021,12,10
9600021,16,11
9701182,3,8
9701230,18,5
9700063,12,22
9703131,23,8
9700132,10,7
9701066,8,2
9601022,15,10
9600077,11,9
9600080,2,19
9601043,7,18
9500035,10,8
9700094,11,23
9499032,12,23
9603004,22,24
9599007,5,3
9700221,16,19
9500059,16,22
7067015,9,6
9598240,0,21
9598238,5,3
9598239,21,5
9799671,24,15
9798183,16,21
9799589,13,4
9799398,8,22
9798026,10,18
9799414,11,18
9799096,8,10
9799168,7,1
9899819,4,3
9899534,12,12
9899467,18,1
9899689,22,7
9899569,8,17
9799497,10,1
9798087,23,5
9799472,24,3
9798125,0,5
9799455,23,13
9798151,11,24
9798149,23,23
9798152,10,14
9798155,17,1
9798128,7,8
9799456,12,12
9798023,5,11
9899228,18,11
9899646,10,7
9799584,2,10
9898061,23,9
9899781,0,14
9899226,24,2
9799081,3,6
9899773,1,5
9799544,7,10
9798262,4,22
9799053,13,22
9799066,17,14
9799045,9,14
9799055,11,11
9799582,17,15
9899785,4,13
9798042,14,19
9799556,23,22
9798106,17,5
9798105,3,24
9798104,11,4
9799084,24,3
9799083,10,2
9898102,16,20
9898150,23,15
9798314,20,17
9899643,0,21
9898151,2,3
9899466,21,1
9898101,18,4
9799424,19,21
9798271,0,23
9798137,9,15
9899532,6,2
9798040,4,1
9899804,19,19
9798039,4,1
9899803,22,10
9899533,7,23
9899536,23,0
9899787,24,12
9899531,8,13
9799159,24,15
9799160,12,10
9799052,21,0
9799051,14,4
9799080,11,14
9799184,8,13
9799078,15,23
9799182,9,9
9799157,4,12
9799090,9,0
9799144,16,11
9799461,11,18
9698158,20,19
9799444,22,12
9898062,15,3
9799458,21,23
9799604,14,9
9798259,23,6
9798309,7,16
9798134,3,20
9898138,1,12
9798182,20,10
9798257,20,21
9799598,24,1
9799338,6,6
9798108,2,7
9899851,24,9
9698146,9,21
9799085,23,2
9798107,16,18
9799103,13,19
9799173,0,3
9799526,0,10
9799050,13,11
9899404,13,19
9799418,12,16
9799429,3,9
9799443,8,4
9798298,5,4
9799417,19,8
9799457,2,2
9799408,21,2
9799074,15,24
9799073,1,23
9799475,5,17
9799405,17,3
9899640,8,6
9798310,21,16
9799521,5,1
9899495,24,15
9899529,23,20
9899492,5,16
9799481,3,20
9898091,1,11
9898111,22,16
9898144,9,20
9798190,4,16
9799611,11,7
9898145,24,17
9898146,14,7
9798294,14,22
9798278,7,3
9798295,4,21
9798293,18,16
9798227,17,13
9798289,9,12
9798296,13,5
9798287,14,13
9799621,8,18
9798283,14,20
9799587,12,22
9798292,18,13
9798291,19,21
9798175,13,9
9799647,23,2
9799162,18,8
9799163,16,4
9799543,13,0
9798111,8,8
9798074,0,13
9798168,3,18
9798097,19,23
9798277,23,21
9799460,24,1
9698189,7,9
9798094,12,21
9798196,21,9
9798184,14,18
9698152,1,19
9798025,19,9
9898140,1,5
9698086,8,12
9798308,14,4
9798202,9,0
9899261,19,7
9899262,16,7
9899263,7,11
9898143,13,7
9799586,21,17
9898132,15,6
9898148,23,23
9898147,21,8
9898149,22,19
9799602,13,9
9798117,3,22
9798144,7,4
9798115,0,21
9798150,24,4
9798118,23,16
9799636,19,14
9598009,2,19
9598059,17,24
9598056,7,18
9598069,23,17
9598054,21,14
9598006,2,7
9598004,2,7
9598008,1,17
9698088,24,18
9899548,2,21
9698087,3,20
9899675,11,15
9899563,24,24
9899651,23,7
9899556,23,9
9899479,10,12
9899557,23,16
9899581,20,14
9899465,13,12
9899736,6,10
9899478,6,9
9899240,4,12
9899700,22,4
9899823,3,13
9899512,6,2
9899740,4,9
9899653,5,9
9899484,7,4
9899554,13,2
9899541,12,24
9899542,15,8
9899600,10,19
9899113,20,17
9899815,16,14
9899547,0,13
9899543,23,9
9899101,21,11
9899528,9,0
9899476,15,11
9899515,19,17
9899481,0,9
9899657,21,16
9899063,8,20
9899125,6,17
9899622,24,22
9899629,12,18
9899627,2,3
9899051,12,11
9899655,18,19
9899658,17,8
9899133,1,10
9899783,0,16
9799075,20,1
9799015,10,3
9799012,8,3
9899709,12,2
9899451,4,2
9899239,4,15
9899594,22,15
9899417,14,18
9899731,23,6
9899552,17,16
9899482,15,1
9899587,5,1
9899665,21,13
9899730,20,7
9899729,6,5
9899722,18,13
9899488,24,16
9899613,11,6
9899724,11,0
9899726,9,0
9899721,11,15
9899625,24,20
9899637,22,3
9899623,15,10
9899522,24,22
9899743,10,12
9899690,4,4
9899688,14,11
9899827,24,19
9899818,13,22
9899817,22,21
9899830,21,8
9899614,12,21
9899868,20,23
9899606,9,3
9899462,2,20
9899426,4,5
9899453,6,4
9899314,12,3
9899315,11,21
9899311,5,19
9899330,6,16
9899310,0,22
9899342,10,20
9899332,23,18
9899778,14,16
9899486,5,0
9698147,12,8
9899870,23,3
9598062,7,6
9598061,2,7
9899835,3,1
9899845,15,17
9899838,5,6
9899470,9,15
9899471,5,24
9498035,23,22
9598003,1,20
9799082,0,17
9799058,22,1
9899848,7,1
9899841,7,24
9899840,2,13
9899544,4,16
9498038,17,11
9598002,2,16
9899480,7,7
9899741,16,19
9899831,9,11
9899847,4,2
9598052,2,10
9899850,20,5
9899844,21,22
9899849,16,3
9899839,23,2
9498023,17,15
9598030,14,1
9899846,13,0
9899834,12,22
9899572,23,7
9899474,8,19
9899735,1,2
9899237,8,14
9899732,9,10
9899751,14,20
9899485,24,11
9899483,7,5
9899747,12,20
9899761,22,23
9899546,18,11
9899595,2,21
9899487,5,8
9899238,22,0
9899428,15,24
9998054,15,23
9998056,7,16
9998047,4,9
9998066,8,22
9998058,16,10
9998057,4,22
9998036,15,16
9998064,5,16
9998034,15,12
9998039,6,10
9998038,9,2
9998046,23,6
6665228,3,22
6665229,5,24
6769010,0,23
7873025,5,24
7773001,9,18
7972005,20,6
7872027,13,3
7872095,12,0
7873036,9,9
7873003,4,12
7873038,4,22
7872040,22,21
7972010,9,24
7872012,11,0
7872019,22,23
7872100,18,12
7873030,23,15
7873043,11,12
7872058,0,16
7872030,6,0
7873022,1,7
7872008,10,0
7873029,4,4
7872081,8,21
7872111,24,15
7872092,1,24
7872013,0,22
7872022,22,17
7873023,19,11
7773003,12,1
7872029,24,12
7774012,2,10
7775060,12,10
5991064,6,21
8997262,4,8
8997273,6,19
9197068,8,16
9097018,22,13
9197011,13,21
9398031,13,18
8897094,14,12
9197023,5,5
4886042,20,19
4886059,3,4
4886056,10,22
4886009,24,12
4886053,0,11
4886011,7,21
4886060,16,1
5096001,5,19
5095123,9,6
4993001,10,15
4995036,15,16
5095133,1,23
4895017,2,11
4482047,15,17
4381132,20,1
4180007,12,17
4180013,11,11
4381351,12,9
4482026,13,14
4381357,12,18
4482011,20,11
4482006,20,5
4482021,22,23
4482133,24,18
4281321,2,2
4381009,0,20
4381352,9,18
4381037,8,3
4381039,23,16
4381070,5,15
4381060,22,10
4381611,22,17
4281186,10,0
4381511,23,6
4381510,22,13
4482101,12,0
4281471,24,11
4281475,11,18
4281478,19,2
4381349,22,22
4381131,0,16
4281174,8,0
4381474,14,4
4381059,22,17
4381026,22,5
4381032,13,17
4381067,17,0
4181001,19,10
4181030,20,11
4281324,20,1
4381447,6,5
4482002,3,14
4281349,0,9
4382001,20,7
5992047,10,16
5992001,8,15
5992087,24,4
6088003,7,4
6087038,14,11
6087122,22,12
6088027,7,16
6086004,13,23
6088010,17,21
6087141,17,20
6087123,8,7
6088054,8,1
6087125,13,11
6087128,8,10
6087001,3,15
6087031,23,3
6087124,18,19
6088033,0,12
6088008,21,21
6088047,7,13
8071028,18,13
7292015,2,20
8497101,20,5
8497104,3,11
8497091,20,15
8497102,14,17
8296664,16,14
8296811,9,21
7783138,21,5
7783137,15,2
7783139,1,6
7782232,19,7
9395085,0,4
9393020,17,19
9396011,9,11
9392012,9,11
9393023,19,11
9096029,22,22
9196017,24,13
9294244,7,7
9294171,3,2
9194092,13,5
9394037,6,13
9393011,0,24
9395020,11,12
9195048,10,11
9294368,13,13
9394050,10,7
9094030,11,21
9194182,2,3
9394073,17,7
9392005,16,5
9295062,6,16
9093008,0,8
9093005,12,22
9395006,9,22
8994095,18,18
9494005,15,12
9386002,21,9
9293001,23,23
9393019,8,9
4980004,18,0
4880008,14,11
4682002,12,0
4780288,15,5
4780263,1,24
4979001,13,2
6161019,6,24
6061058,9,23
6059004,1,18
5476002,4,7
8187014,19,11
8288070,15,16
8386002,5,22
8387002,17,8
8287017,24,8
8094001,3,4
8596041,11,14
8194105,21,6
8696104,11,5
8596168,19,10
8596215,11,13
7881011,10,4
7781030,9,0
6667164,14,11
7768010,0,24
7768008,3,21
6292020,1,2
6292019,11,10
6292073,4,11
6291015,18,5
5992083,6,6
5089055,14,9
5088014,12,15
4988003,13,23
4761002,15,15
4863009,15,14
4863002,11,12
4764007,10,14
4567006,15,4
4963008,9,16
4765061,7,1
4763008,14,14
4763019,8,22
4864135,9,5
4666009,6,19
4666005,6,20
4568051,12,0
4765131,7,0
4864238,20,0
5064005,2,3
4964004,8,7
4864337,2,12
4864222,20,17
4864241,5,16
4864132,14,8
4864119,13,22
4764094,19,2
4667026,13,21
4667038,18,16
4964026,17,2
4864101,21,24
4865021,10,24
5064002,24,21
4666017,3,2
4666002,18,13
4864301,9,21
4864195,22,0
4764051,18,15
4764160,19,1
4666024,6,4
4765051,18,14
4762003,4,12
4864074,16,15
4864153,1,2
4864133,0,2
4665019,21,5
4759004,4,16
4765141,8,23
4864046,8,4
4864020,23,10
4666025,23,22
4864291,15,23
4862002,4,11
5064014,6,17
4864147,24,8
4864254,16,24
4766002,9,18
4864164,4,13
4656001,2,21
4769001,2,13
4660007,22,10
4769002,5,0
4460030,9,8
4860002,23,3
4764014,4,22
4764012,21,18
4568022,22,11
4666038,10,1
4665018,4,6
4864057,15,5
4665007,12,11
4667030,13,2
4665011,20,19
4765096,11,2
4765170,12,19
4963007,21,12
4863041,22,5
4963016,24,9
4765081,18,8
8997053,11,0
8292077,10,21
8292063,1,23
5981563,14,1
5981536,20,3
5858068,15,11
5858053,2,14
5858062,24,3
5858008,8,13
5758020,3,19
5858037,20,18
5858030,1,19
6792412,15,8
6792398,6,24
6792402,15,22
5993011,7,20
6667279,4,11
8492036,8,6
8492056,19,16
8492033,13,7
8492034,9,8
7092057,24,20
7092040,10,12
7092029,19,1
5491123,2,11
5491055,6,8
5491134,3,23
5491056,11,15
5491068,6,21
5491054,18,20
8095116,13,8
8497190,4,23
8497191,15,24
8095050,24,11
8095018,4,6
8095138,10,0
8096077,18,1
8096143,3,6
8096086,8,11
8095087,22,3
8095140,12,19
8096249,12,18
7995112,7,1
8193102,10,11
8095149,10,15
8096069,9,4
8196096,8,15
8196043,12,9
8096095,0,23
8096111,17,5
8096250,4,19
8196230,5,7
8196249,13,15
8196229,0,12
8196105,16,0
8196055,22,4
8196071,21,19
8196070,8,13
8196065,1,4
8196067,1,5
8096016,3,5
8096064,16,9
8196012,12,14
8096076,13,19
8097006,18,0
8095165,21,8
8096057,22,20
8095039,7,20
8097010,21,12
5770015,8,23
5288002,3,0
6658011,16,13
5969018,23,16
5969006,19,1
5571109,3,9
5571220,2,10
5571193,1,19
5571218,18,12
5471003,8,5
5572021,9,11
5371004,20,11
5471006,10,15
5471004,9,18
5470014,0,4
5470013,19,24
5571104,17,0
5571238,9,17
5572019,12,13
5370001,3,20
5370003,0,11
5571299,5,0
5571245,5,23
5571247,17,7
5572015,17,6
5571234,16,24
5571248,24,16
5572022,17,5
5470005,20,1
5370002,7,9
5571272,20,19
5571352,15,16
5571270,1,1
5572027,1,22
5571273,10,20
5571219,2,22
5571262,11,19
5571235,12,22
5571222,10,15
5572033,7,10
5570197,24,0
5571398,2,19
5570180,0,15
5471022,1,6
5570172,7,10
5571233,17,22
5571122,2,8
5570205,24,24
5571107,13,18
5570206,1,20
5471015,20,20
5471026,23,24
5572018,20,7
5571407,2,19
5571406,12,19
5570211,14,16
5571236,3,10
5371001,7,20
5571176,5,24
5471020,9,23
5471008,17,2
5571409,0,12
6094385,20,11
5571303,9,4
5671116,18,0
5571110,13,19
5571191,15,16
5571216,19,16
5571182,2,3
5571271,19,3
5471023,23,10
5571335,21,17
5471013,0,23
5571162,0,20
5571256,19,9
5571121,11,18
5671121,23,17
5571361,1,6
5571428,8,3
5571242,0,0
5471021,19,0
5572026,5,11
5571304,7,3
5571433,19,7
5571224,22,22
5572039,1,18
5571161,17,4
5571249,6,3
5471007,9,5
5571432,23,10
5471027,13,6
5571268,23,0
5572023,2,4
5573016,22,4
5571395,22,6
5573014,12,4
5571259,3,5
5571196,18,0
6062103,2,10
6062073,19,22
8389058,12,6
8389052,7,20
8389050,18,15
6394017,15,13
6593011,2,15
6591011,12,10
6395017,24,22
6493008,24,19
6294007,22,4
6395018,4,9
6492004,20,12
6395035,11,2
6494056,6,13
6492007,19,20
6294022,3,6
6494038,1,11
6295017,12,21
6394012,0,20
6395030,12,18
6395015,14,5
6494037,22,4
6494126,22,16
7478015,18,14
7478064,4,7
7378003,2,22
7578080,24,9
7479005,3,1
7578087,12,9
7478023,8,12
7281012,16,6
7182008,7,6
7382156,12,10
7381006,4,20
7282006,6,6
7281014,22,24
7281015,20,6
7381008,15,24
7065016,14,13
7065009,1,19
6564037,21,10
6564002,10,12
6463004,10,18
6464036,8,3
6464032,24,22
6463006,22,13
6465017,21,1
6463007,2,3
6564014,13,11
